date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:28:15	1228/1228	---M-Z	200	added ('OK')	text/css	date:Mon,%2015%20Aug%202022%2022:34:42%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/simple-social-icons/css/style.css?ver=3.0.2	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/simple-social-icons/css/style5b75.css	(from https://nicolearcherpsyd.com/)
10:28:16	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202023%2014:28:16%20GMT	http://nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-styles.css?generated=1650402454&ver=1.16.7	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-styles.615a0.delayed	(from https://nicolearcherpsyd.com/)
10:28:16	787/787	---M-Z	200	added ('OK')	application/rss+xml	etag:%22ba12c2f090b79a5aacbc696560222baf%22	https://nicolearcherpsyd.com/comments/feed/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/comments/feed/index.html	(from https://nicolearcherpsyd.com/)
10:28:17	17192/17192	---M-Z	200	added ('OK')	text/css	date:Tue,%2019%20Apr%202022%2021:07:34%20GMT	https://nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-styles.css?generated=1650402454&ver=1.16.7	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-styles15a0.css	(from https://nicolearcherpsyd.com/)
10:28:18	86427/86427	---M-Z	200	added ('OK')	text/css	date:Tue,%2030%20May%202023%2012:16:46%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/jetpack/css/jetpack.css?ver=11.6.1	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/jetpack/css/jetpackb879.css	(from https://nicolearcherpsyd.com/)
10:28:19	89521/89521	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2001%20Oct%202021%2020:30:11%20GMT	https://nicolearcherpsyd.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://nicolearcherpsyd.com/)
10:28:20	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2016%20Dec%202020%2017:31:06%20GMT	https://nicolearcherpsyd.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://nicolearcherpsyd.com/)
10:28:21	739/739	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.ba-throttle-debounce.min.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.ba-throttle-debounce.minbec5.js	(from https://nicolearcherpsyd.com/)
10:28:22	1404/1404	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.mousewheel.min.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.mousewheel.minbec5.js	(from https://nicolearcherpsyd.com/)
10:28:23	4325/4325	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.touchSwipe.min.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.touchSwipe.minbec5.js	(from https://nicolearcherpsyd.com/)
10:28:24	7084/7084	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.transit.min.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/helper-plugins/jquery.transit.minbec5.js	(from https://nicolearcherpsyd.com/)
10:28:25	91090/91090	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/jquery.carouFredSel-6.2.1.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/jquery.carouFredSel-6.2.1bec5.js	(from https://nicolearcherpsyd.com/)
10:28:26	3551/3551	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/testimonials.js?ver=e58d3420b997e9b883d3bcf348fa8f79	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/tmls_testimonials/js/testimonialsbec5.js	(from https://nicolearcherpsyd.com/)
10:28:28	10399/10399	---MCZ	200	added ('OK')	application/json	date:Tue,%2020%20Jun%202023%2014:28:27%20GMT	https://nicolearcherpsyd.com/wp-json/wp/v2/pages/6	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-json/wp/v2/pages/6.json	(from https://nicolearcherpsyd.com/)
10:28:28	327968/327968	---MCZ	200	added ('OK')	application/json	date:Tue,%2020%20Jun%202023%2014:28:28%20GMT	https://nicolearcherpsyd.com/wp-json/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-json/index.html	(from https://nicolearcherpsyd.com/)
10:28:28	835/835	---M-Z	200	added ('OK')	text/xml	date:Tue,%2020%20Jun%202023%2014:28:28%20GMT	https://nicolearcherpsyd.com/xmlrpc.php?rsd	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/xmlrpc0db0.php	(from https://nicolearcherpsyd.com/)
10:28:29	1045/1045	---M-Z	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2001:49:12%20GMT	https://nicolearcherpsyd.com/wp-includes/wlwmanifest.xml	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-includes/wlwmanifest.xml	(from https://nicolearcherpsyd.com/)
10:28:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202023%2014:28:30%20GMT	https://wp.me/P9nTCT-6	/home/darcher/websites/nicolearcherpsyd.com/wp.me/P9nTCT-6.14.delayed	(from https://nicolearcherpsyd.com/)
10:28:31	2620/2620	---M-Z	200	added ('OK')	application/json	date:Tue,%2020%20Jun%202023%2014:28:31%20GMT	https://nicolearcherpsyd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnicolearcherpsyd.com%2F	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-json/oembed/1.0/embedd3bc.json	(from https://nicolearcherpsyd.com/)
10:28:32	2704/2704	---M-Z	200	added ('OK')	text/xml	date:Tue,%2020%20Jun%202023%2014:28:32%20GMT	https://nicolearcherpsyd.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnicolearcherpsyd.com%2F&format=xml	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-json/oembed/1.0/embed9ecb	(from https://nicolearcherpsyd.com/)
10:28:33	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202023%2014:28:33%20GMT	https://fonts.gstatic.com/	/home/darcher/websites/nicolearcherpsyd.com/fonts.gstatic.com/index.html	(from https://nicolearcherpsyd.com/)
10:28:34	1114/1114	---MC-	200	added ('OK')	text/css	date:Tue,%2020%20Jun%202023%2014:28:33%20GMT	https://fonts.googleapis.com/css2?display=swap&family=Quattrocento&family=Work+Sans:wght@100;200;300;400	/home/darcher/websites/nicolearcherpsyd.com/fonts.googleapis.com/css28b50.css	(from https://nicolearcherpsyd.com/)
10:28:34	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202023%2014:28:34%20GMT	http://nicolearcherpsyd.com/?wordfence_lh=1&hid=9C349550011754AC328871A2A6EF72D8	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/index341f.html	(from https://nicolearcherpsyd.com/)
10:28:34	1611/1611	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202023%2014:28:33%20GMT	https://fonts.googleapis.com/	/home/darcher/websites/nicolearcherpsyd.com/fonts.googleapis.com/index.html	(from https://nicolearcherpsyd.com/)
10:28:34	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202023%2014:28:32%20GMT	https://nicolearcherpsyd.com/?page_id=6	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/index5534.html	(from https://nicolearcherpsyd.com/)
10:28:34	37817/37817	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jun%202023%2014:28:34%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/images/favicon.png	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/images/favicon.18.delayed	(from https://nicolearcherpsyd.com/)
10:28:35	46757/46757	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/fonts/font-awesome.min.css	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/fonts/font-awesome.min.css	(from https://nicolearcherpsyd.com/)
10:28:36	113498/113498	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/css/bootstrap.min.css	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/css/bootstrap.min.css	(from https://nicolearcherpsyd.com/)
10:28:37	75558/75558	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Oct%202020%2019:26:51%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/style.css	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/style.css	(from https://nicolearcherpsyd.com/)
10:28:38	35601/35601	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/js/bootstrap.min.js	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/js/bootstrap.min.js	(from https://nicolearcherpsyd.com/)
10:28:39	42/42	---M-Z	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2020%20Jun%202023%2014:28:39%20GMT	https://nicolearcherpsyd.com/xmlrpc.php	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/xmlrpc.php	(from https://nicolearcherpsyd.com/)
10:28:40	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2020%20Jun%202023%2014:28:40%20GMT	https://www.googletagmanager.com/gtm.js?id=	/home/darcher/websites/nicolearcherpsyd.com/www.googletagmanager.com/gtm.1e5445.delayed	(from https://nicolearcherpsyd.com/)
10:28:41	17257/17257	---M--	200	added ('OK')	image/png	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/bgs/mazewhite.png	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/bgs/mazewhite.png	(from https://nicolearcherpsyd.com/)
10:28:42	53787/53787	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:42%20GMT	https://nicolearcherpsyd.com/about-me/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/about-me/index.html	(from https://nicolearcherpsyd.com/)
10:28:42	46857/46857	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:42%20GMT	https://nicolearcherpsyd.com/online-therapy/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/online-therapy/index.html	(from https://nicolearcherpsyd.com/)
10:28:42	49937/49937	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:42%20GMT	https://nicolearcherpsyd.com/services/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/services/index.html	(from https://nicolearcherpsyd.com/)
10:28:42	44388/44388	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:42%20GMT	https://nicolearcherpsyd.com/faqs/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/faqs/index.html	(from https://nicolearcherpsyd.com/)
10:28:43	11625/11625	---M--	200	added ('OK')	image/png	date:Thu,%2009%20Nov%202017%2021:48:40%20GMT	https://nicolearcherpsyd.com/wp-content/uploads/2017/11/logo-nov2017.png	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/2017/11/logo-nov2017.png	(from https://nicolearcherpsyd.com/)
10:28:44	44615/44615	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:44%20GMT	https://nicolearcherpsyd.com/mental-health-links/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/mental-health-links/index.html	(from https://nicolearcherpsyd.com/)
10:28:44	42573/42573	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:44%20GMT	https://nicolearcherpsyd.com/fees/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/fees/index.html	(from https://nicolearcherpsyd.com/)
10:28:44	58033/58033	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:44%20GMT	https://nicolearcherpsyd.com/recent-news/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/recent-news/index.html	(from https://nicolearcherpsyd.com/)
10:28:44	47961/47961	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:44%20GMT	https://nicolearcherpsyd.com/appointment-request/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/appointment-request/index.html	(from https://nicolearcherpsyd.com/)
10:28:45	72922/72922	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/css/animate.css	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/css/animate.css	(from https://nicolearcherpsyd.com/)
10:28:46	3623/3623	---M-Z	200	added ('OK')	text/css	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/css/bxslider.css	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/css/bxslider.css	(from https://nicolearcherpsyd.com/)
10:28:47	93435/93435	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/js/bxslider/jquery.min.js	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/js/bxslider/jquery.min.js	(from https://nicolearcherpsyd.com/)
10:28:47	52652/52652	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:46%20GMT	https://nicolearcherpsyd.com/blog/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/blog/index.html	(from https://nicolearcherpsyd.com/)
10:28:47	52532/52532	---MCZ	200	added ('OK')	text/html	date:Tue,%2020%20Jun%202023%2014:28:46%20GMT	https://nicolearcherpsyd.com/contact/	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/contact/index.html	(from https://nicolearcherpsyd.com/)
10:28:48	19123/19123	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/js/bxslider/jquery.bxslider.min.js	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/js/bxslider/jquery.bxslider.min.js	(from https://nicolearcherpsyd.com/)
10:28:49	6299/6299	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/js/wow.min.js	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/js/wow.min.js	(from https://nicolearcherpsyd.com/)
10:28:51	1559/1559	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/themes/bubbles/js/selectnav.min.js	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/themes/bubbles/js/selectnav.min.js	(from https://nicolearcherpsyd.com/)
10:28:52	232700/232700	---M--	200	added ('OK')	image/png	etag:%2239db83ebadcc11f8%22	https://i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2016/09/slide1-3.png?fit=1280%2C420&ssl=1	/home/darcher/websites/nicolearcherpsyd.com/i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2016/09/slide1-32048.png	(from https://nicolearcherpsyd.com/)
10:28:53	10571/10571	---M--	200	added ('OK')	image/jpeg	etag:%22bc83a13fd26ac442%22	https://i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2015/12/cropped-NicoleHeadshot.jpg?ssl=1	/home/darcher/websites/nicolearcherpsyd.com/i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2015/12/cropped-NicoleHeadshoteb45.jpg	(from https://nicolearcherpsyd.com/)
10:28:54	47613/47613	---M--	200	added ('OK')	image/png	etag:%225d0379aa93aed703%22	https://i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2017/01/services.png?ssl=1	/home/darcher/websites/nicolearcherpsyd.com/i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2017/01/serviceseb45.png	(from https://nicolearcherpsyd.com/)
10:28:55	56606/56606	---M--	200	added ('OK')	image/png	etag:%229509c84b3817e68e%22	https://i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2016/03/cropped-beach.png?ssl=1	/home/darcher/websites/nicolearcherpsyd.com/i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2016/03/cropped-beacheb45.png	(from https://nicolearcherpsyd.com/)
10:28:56	48877/48877	---M--	200	added ('OK')	image/png	etag:%22f134a420d61426d6%22	https://i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2017/01/flower.png?ssl=1	/home/darcher/websites/nicolearcherpsyd.com/i0.wp.com/nicolearcherpsyd.com/wp-content/uploads/2017/01/flowereb45.png	(from https://nicolearcherpsyd.com/)
10:28:56	45753/45753	---M--	200	added ('OK')	application/pdf	date:Fri,%2010%20Feb%202017%2017:44:12%20GMT	https://nicolearcherpsyd.com/wp-content/uploads/2017/01/privacy-policy.pdf	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/2017/01/privacy-policy.pdf	(from https://nicolearcherpsyd.com/)
10:28:57	685/685	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2030%20May%202023%2012:16:46%20GMT	https://nicolearcherpsyd.com/wp-content/plugins/jetpack/_inc/build/photon/photon.min.js?ver=20191001	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/plugins/jetpack/_inc/build/photon/photon.min1c52.js	(from https://nicolearcherpsyd.com/)
10:28:58	20715/20715	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2017:32:46%20GMT	https://nicolearcherpsyd.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://nicolearcherpsyd.com/)
10:28:59	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2020%20Jun%202023%2014:28:59%20GMT	http://nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-scripts.js?defer&generated=1650402454&ver=1.16.7	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-scripts.2f746a.delayed	(from https://nicolearcherpsyd.com/)
10:29:00	69659/69659	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2019%20Apr%202022%2021:07:34%20GMT	https://nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-scripts.js?defer&generated=1650402454&ver=1.16.7	/home/darcher/websites/nicolearcherpsyd.com/nicolearcherpsyd.com/wp-content/uploads/pum/pum-site-scripts746a.js	(from https://nicolearcherpsyd.com/)
10:29:02	13576/13576	---MCZ	200	added ('OK')	application/javascript	etag:W/%226466d52f-3508%22	https://stats.wp.com/e-202325.js	/home/darcher/websites/nicolearcherpsyd.com/stats.wp.com/e-202325.js	(from https://nicolearcherpsyd.com/)
10:29:02	187/187	---M--	200	added ('OK')	text/plain	etag:%22599703f9-bb%22	http://secure.gravatar.com/robots.txt		(from https://nicolearcherpsyd.com/)
10:29:03	5430/5430	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2260d0ea72-1536%22	http://secure.gravatar.com/favicon.ico	/home/darcher/websites/nicolearcherpsyd.com/secure.gravatar.com/favicon.ico	(from http://secure.gravatar.com/)
10:29:07	33381/33381	---MCZ	200	added ('OK')	text/css	etag:W/35629-1684461102560.7104	http://s0.wp.com/i/noticons/noticons.css?ver=188	/home/darcher/websites/nicolearcherpsyd.com/s0.wp.com/i/noticons/noticonsd2b6.css	(from http://secure.gravatar.com/)
10:29:07	56302/56302	---MCZ	200	added ('OK')	text/css	etag:W/%22648767b7-dbee%22	https://s.gravatar.com/dist/css/style.min.css?ver=188	/home/darcher/websites/nicolearcherpsyd.com/s.gravatar.com/dist/css/style.mind2b6.css	(from http://secure.gravatar.com/)
